Product Name	Associated Patent(s)	Table Number
WEBs-AX Energy Analytics	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 8719385; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8352047	2
WEBs-N4 Software Platform	7598966; 9489646; 8406477; 9244450; 8640120; 8549422; 8443110; 8571832; 8352047; 8532962	2
WEBStation-AX	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 8719385; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8352047	2
WebVision Controller	8352047; 10866821	2
WIN-PAK Integrated Security Software	9644974; 10818118; 8095889; 7969302; 9342223; 9251633; 9208156; 8443437; 8538687; 8558658; 8598982; 8078146; 9286481; 9619952; 10339736; 10306403; 10613728; 7600679	2
Wired Daylight Sensor with Infrared Receiver (EC-DIR-WH)	9386665; 10334700; 9936565	2
Wireless SMART3 Detector	9900115; 10619849; 7617331	2
Wraparound 10AX 1Way Switch	9768599; 9615429; 9848480; 8364319; 8368310; 7821160; 7906873; 8610570; 8772982; 8184004; 11394185; 10181708; 10608421; 10225913; 10524338	2
X05W Williams FCU Controller	8429566; 9991066	2
X06 Din Rail Relay Pack	8429566; 9991066	2
X08 Drape Controller	8429566; 9991066	2
X10 Low Voltage Interface	8429566; 9991066	2
X45R8 Universal Relay Pack	8429566; 9991066; 8368310	2
X47 Universal Relay Pack	8429566; 9991066; 8368310	2
X485 Interface Board	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
Xenex Control Panel	8103007; 7501935; 10619849; 8411875	2
Y-Pack (Lighting Stryker and TR75 Zio Plus Combo)	9386665; 10334700; 9936565	2
Zone Presence Sensor Series 3	9347678; 8908024	2
ZonePro Modulating Thermostat	10539718; 10436633	2
ZX Series Intelligent Fire Alarm Panels	9633554; 6927394; 8255896; 7760081; 10761696; 9934672	2
Application White Listing	11558389	3
Carbon & Energy Management	8233008; 11769099; 10171297	3
Command and Control Suite (CCS)	10761706; 9672006	3
Connected Maintenance	10476683; 7376519; 7103507; 7222027; 7366627; 9522745; 9568912; 7474992; 7260505; 9611055; 10417918; 7379845; 8224765; 8175846; 7369965; 9122605; 7254491; 7062370; 9740935; 8768668; 10846899; 7991580; 8170968; 8195595; 8788138; 8285438; 8990770; 8335601; 11030828; 11328465; 10665206; 8185260; 8090824; 10534359; 10354163; 7337058; 10544738; 9590718; 10187216; 9898875; 8234523	3
Control Performance Monitor	9665827; 10976712; 11599072; 11740596; 10678195; 10908562	3
Digital Video Manager (DVM)	11528314	3
EBI Building Manager	9672006; 10761706	3
EBI Energy Manager	9672006	3
EBI Life Safety Manager	9672006	3
EBI Security Manager	9672006	3
Energy Optimization	10602306; 11193690; 11536481	3
Enterprise Buildings Integrator (EBI)	8572502; 9471202; 8782547	3
Flex OPC UA SDK	8145328	3
Flight Efficiency	9847031; 11509675; 11074819; 9740935; 9117368; 11651696; 11681929; 11030664; 11302200; 10417919; 11270593; 11620688; 10134289; 9640079; 10304344; 11024185	3
Forge Connect	11487274	3
Forge Cyber	9177139; 11706244; 11611562; 11677768; 11277433	3
Forge EPM Builder	11570057; 11700221; 10924342; 11050634; 11546211	3
Forge Sustainability+ for Buildings	10171297	3
GoDirect Flight Planning	9847031; 9117368	3
Hardening Compliance	11558389	3
Honeywell Cybersecurity+ Cyber Insight	11558389	3
Honeywell Forge Advanced Process Control	7257501; 7421374; 7500370; 7881815; 7946127; 8036758; 8046089; 8046090; 8108790; 8209045; 8295952; 8543362; 8571688; 8688412; 9122261; 9134717; 9170572; 9199860; 9665827; 9733629; 10054997; 10178681; 10379503; 10466684; 10635083; 10678195; 10908562; 10976712; 11599072; 11740596	3
Honeywell Forge Alarm Management	10234855	3
Honeywell Forge APM for Industrials	6745107; 7734451; 8013864; 10928807; 11687069	3
Incident Workflow	9672006; 10761706	3
IOT Gateway	11570057; 11700221; 10810072; 10924342; 11050634; 11546211	3
Managed Security Services	11558389	3
Navigational Database	10417918; 9740935	3
Next Gen Jace (JACE 9000)	9711886; 10292292; 9811253; 10140586; 10341432; 10643136; 8448023; 11645549	3
Niagara 4.12	9811253; 10140586; 10341432; 10643136; 7225426; 7822806; 8448023; 8803970; 8818346; 11645549; 8577931	3
Niagara 4.13	9811253; 10140586; 10341432; 10643136; 7225426; 7822806; 8448023; 8803970; 8818346; 11645549; 8577931	3
Niagara Analytics	9811253; 10140586	3
Niagara Core	9811253; 10140586; 10341432; 10643136; 7225426; 7822806; 8448023; 8803970; 8818346; 11645549; 8577931; 10831171; 10345783	3
Niagara Enterprise Security	9811253; 10140586; 8448023; 8803970	3
Niagara Hardware (JACE/Edge10/10 Modules)	9711886; 10292292; 9811253; 10140586; 10341432; 10643136; 8448023; 11645549	3
Plantwide Optimizer	11604460; 11698609	3
Predictive Maintenance	11747035; 8233008; 10175686; 11016477; 10671061	3
Predictive Trend Monitoring & Diagnostics (PTMD)	9522745; 7062370; 9740935; 10846899; 8788138; 8990770; 10242508; 7337058; 10544738	3
Premium Commercial Occupant App	10616980; 11109472	3
Secure Media Exchange	11592811; 11568056	3
Sine App	10616980; 11109472; 10580235; 11004288; 11594092; 10524125; 10887766	3
Stratas Supplier Collaboration (SC)	10248096; 10534341; 10942501	3
Taiji PID	9665827	3
Terrain Database	10417918; 9740935	3
131 Series Auxiliary Power Units	9063672;  8984343;  11087567;  7367122;  8027142;  7679537;  6734390;  8157514;  8262817;  7469545;  9400110;  7762081;  7874161;  8862364;  8467949;  9080770;  8321120;  7698896;  7369932;  8171740;  8141365;  9038395;  9010123;  9453595;  10415502;  10946973;  11306659	4
331 Series Auxiliary Power Units	9063672;  8984343;  7475607;  6256977;  8157514;  8292576;  7731809;  8862364;  8467949;  7698896;  7369932;  8573820;  11192660;  10378692;  11305885;  11306659	4
3-Axis Magnetometer	7095226;  7271586;  7154267; 6504366	4
787 CMF	8209351;  7027812;  9047013;  8755952;  10048370;  9998360;  7027402	4
Accelerex RBA500 Accelerometer	8955382;  8887567;  9689888;  10732195;  11567100	4
Accelerometers	11567100	4
Actuation System	6792338;  6487846;  6786039;  7175403;  7960934	4
AeroCruze 230 Advanced Autopilot	11656634	4
Air Data Inertial Reference System (ADIRS)	6639549; 11175140	4
Air Data Systems	7501968; 6718830; 7334469;  9856027;  11221346;  10126320	4
Air Management Systems	8276880;  9619310;  8317158;  8528880;  8517333;  10539038;  6354741;  6224263;  6302640;  7536865;  6964522;  8177475;  6524373;  7387022;  7497627;  7954998;  7595971;  8770933;  7591869;  8333549;  9897214;  9057401;  9556899;  9989085;  9921009;  10710730;  9500505;  7036319;  11687067	4
Air Separation Module Kit	6722262;  7663272;  8015838;  7081153;  7306644;  8371799;  8573820	4
Air Traffic Services Unit (ATSU) Airline Operational Communication	10417915	4
Air Turbine Starter System (ATSS)	6694746;  7066710;  7367427;  7147430;  6679678;  7431307;  7425003;  7093820;  6991425;  8105018;  6681579;  6814539;  6533541;  6629816;  7055827;  7033133;  7547185;  7014419;  9683447;  10539250;  9752508;  10943720;  8862364;  8467949	4
Aircraft Data Gateway - ADG 300	9826039; 11968309; 10425149	4
Aircraft Data Gateway - ADG 400	9826039; 10425149	4
Aircraft Environmental Surveillance System (AESS)	7801649;  7912594;  8065043;  7734411;  6587069;  6313783;  6392598;  6707415;  7548183;  8077080;  7411541;  7132974;  7006032;  7274322;  7724177;  7561098;  8068050;  8111186	4
Aircraft Lighting	7278766;  7705547;  7391335;  6935595;  6609812;  7857483;  7675248;  8471731;  7663506;  8575858;  8573820;  9705306	4
Airplane Information Management System (AIMS)	6948091;  10748359;  7027812;  9047013;  8755952;  10048370;  10795802;  9998360;  7027402	4
Antennas	9105952;  9203128; 6407716;  9362625;  9054425;  9118118;  9837693;  9300042;  9000859;  9184480;  9263783;  9300044;  9466888;  9287602;  9570791;  7525501	4
Anti-Ice Valves	7731152	4
APN-209 Radar Altimeter System	7486228	4
Application Specific Integrated Circuits (ASICs) And Foundry	6930561;  7732287;  6794925;  8355478;  7639462;  7839195;  7882452;  7560971;  7321260;  9525418;  6603166;  6576508; 6667520; 6906388	4
Application Specific Integrated Circuits (ASICs) and Foundry - HX3000	6509759; 6563342; 6608512; 6518818	4
Application Specific Integrated Circuits (ASICs) and Foundry - HX5000	7423492; 7323946; 7342465; 7283010; 7693001; 7965118; 8901702; 9548277; 9997466	4
ARINC Data Loader	7984166	4
Aspire 400 Satellite Communications System	10412051;  9362625	4
Attitude and Heading Reference System (AHRS) - AH-2000	7036373; 6639549;  7146856;  9341718  8664951;  9671226	4
Attitude and Heading Reference Systems (AHRS) - AH-1000	7036373; 6639549;  7146856;  9341718  7368923;  7977786;  8664951;  6598475;  6639289	4
Auxiliary Power Units	11220922;  6468368;  6890370;  6968991;  7000400;  7472478;  7455881;  7479299;  7185432;  7367488;  7797828;  8127552;  7469452;  7690094;  8485222;  7007475;  7007480;  7229701;  6969431;  7824510;  7731809;  7425118;  7456370;  9151193;  8862364;  8467949;  8113317;  8201662;  9074927;  7369932;  8119949;  8534076;  9121282;  9581035;  9605540;  10392948;  9714577;  10641106; 6829899	4
Boeing 737 LED Tail Anti-Collision Light	8610378	4
Bus Communications (SERDES, LVDS, RS422)	10218614; 8115515	4
Cabin Pressure Control Systems	9063672;  8984343;  8286661;  8240331;  8382035;  8317158;  9266615;  8840451;  9573690;  10239622;  9873513;  6737988;  6783114;  7472885;  8328606;  7101277;  7462098;  7571742;  7950987;  7815163;  6979257;  8808072;  9490623;  11591092;  11603206; 12129034	4
Carbenix Brakes	6234279;  6455159;  6464304;  6668984;  6376431;  6749937;  7501181;  6684983;  7390067;  7712842;  9242628;  10789785	4
Combined Hydrocarbon Ozone Catalyst (CHOC4)	8394331; 11883796	4
Compact Fly-By-Wire Flight Control System	11273906;  6446911	4
Condition Based Maintenance Systems	9672228	4
Control Systems	7553152;  11236023	4
CTS800 Turboshaft Engine	7278516;  11306659	4
Display Unit Phase 3A Upgrade	9208703;  8184230;  7339332;  7855708	4
DU 1080 Cockpit Display	6621451; 11507420;  10131444;  6927703;  8423272;  8229659;  7979199;  8868344; 8630752;  9347793;  9297668;  8698654;  9399524;  9936191; 7025474;  9395539;  7403133;  7186591;  8487952;  8493412;  9146132;  8188890;  9142133;  9347792; 8264379;  8265803;  8032265;  7206464;  8314816; 11289094; 7342577;  7418318;  9245452;  8812181;  7551990;  7933716;  6421148;  6509982;  6714328;  7117497;  6678588;  7176933;  7668092;  7237152;  7724260; 7030892;  7737984;  7888917;  6980216;  8792070;  9208703;  8184230;  7339332; 7463954;  6862501;  7567223;  8228358;  9151996;  7209070;  7098809;  7724260;  7917289;  8352795	4
DU 1310 Cockpit Display	6678588; 11507420;  10131444;  6927703;  8423272;  8229659;  7979199;  8868344 9588611; 8630752;  9347793;  9297668;  8698654;  9399524;  9936191; 7025474;  9395539;  7403133;  7186591;  8487952;  8493412;  9146132;  8188890;  9142133;  9347792; 8264379;  8265803;  8032265;  7206464;  8314816; 7737984; 7342577;  7418318;  9245452;  8812181;  7551990;  7933716; 6980216; 6621451; 7176933; 11289094;  6421148;  6509982;  6714328;  7117497;  7888917;  9285523;  8792070;  7030892;  8184230;  8630752; 7463954;  6862501;  7567223;  8228358;  9151996;  7209070;  7098809;  7724260;  7917289; 8352795;  9588611	4
Electric Power Distribution	6201715;  7193337;  7205681;  7706116;  7391218;  7020790;  7538454;  7741883	4
Electronic Engine Controls	11251600;  7673214;  7729254;  7606179;  7505470;  7729297;  7502334;  6252787;  7093168; 11991096	4
Embedded GPS/INS	7376876;  7724184; 8589072	4
Engine Bleed System Valves	6910851;  6981842;  7797945;  8286661;  8657255	4
Engine Control Variable Bleed Valve Actuator	9587732	4
Engine Valves	7066710;  7540468;  7559528;  6910851;  8201334;  7537022;  9080687	4
Enhanced Ground Proximity Warning System	6477449;  6380870;  6484071;  6826459;  6785594;  6324448;  6430479;  7152081;  6983206;  7079951;  7702461;  7587278;  7206698;  7363145;  7274308;  7132960;  7133754;  7778745;  7551990;  6606563;  7205906;  11027855;  9221552;  8098176;  9644990;  10543932;  9646506;  9916765;  10214300;  10204523	4
F124 Turbofan Engine	6593758;  6330790;  6607349;  6625859;  7499815;  7733677;  7506501;  6734390;  7926284;  8161752;  7946593;  8621874;  8726631;  8479490;  7546737;  8862364;  8467949;  9670781;  7633272;  7552005;  7500364;  9777575;  8534076;  8171740;  8141365;  10030535;  9010123;  9021812;  9714583;  9932906;  9879539;  11022308; 7093168	4
F125 Turbofan Engine	6593758;  6330790;  6607349;  6625859;  7499815;  7733677;  7506501;  6734390;  7926284;  8161752;  7946593;  8621874;  8726631;  8479490;  7546737;  8862364;  8467949;  9670781;  7633272;  7552005;  7500364;  9777575;  8534076;  8171740;  8141365;  10030535;  9010123;  9021812;  9714583;  9932906;  9879539;  11022308; 7783808;  8122147;  8036844	4
Ferrite Switch Networks	7330087;  6870454;  7135947;  10122251;  9531050	4
Flight Control Actuation	6544052	4
Flight Controls And Autopilots	7809863;  7182612;  8615540;  8069308;  7210964;  7644334;  6948091;  8583293;  7430102;  7693616;  8307342;  9063672;  8984488;  8423879;  8984343;  8688363;  10885798;  10192453;  9098619;  8175768;  9524204; 10712174; 9092313	4
Flight Management System	6678587;  7788034;  8782097;  7567187;  7487039;  7366591;  7109889;  8209122;  6542796;  7188059;  7756632;  8903655;  9146132;  9142133;  8630752;  8406939;  8688363;  9734729;  8718911;  9625261;  8788189;  11682308;  11417222;  8423272;  8229659;  7979199;  7945422;  9047013	4
Fly By Wire Systems	7182296;  6446911	4
Fuel Tank Inerting Systems	6722262;  7663272;  6995993;  6964522;  8015838;  7081153;  7306644;  8371799;  8573820	4
Gas Turbine Engine	11220922;  11371434;  6974308;  6968991;  7472478;  7455881;  7479299;  6719524;  7185432;  7367488;  7797828;  7469452;  7690094;  7115319;  7484935;  6977233;  7229701;  6887594;  8161752;  7824510;  6478535;  7931407;  8726631;  9512922;  7731809;  7425118;  7456370;  9670781;  9194842;  9074927;  10113433;  9267381;  8601663;  9139480;  9010123;  9121282;  9581035;  9885245;  9650900;  9879544;  11022308;  10641106	4
Generators	6747383;  7015616;  7348756;  8134268;  7589447;  7517155;  7208908;  7741749;  9664232	4
GG1320AN Digital Ring Laser Gyroscope	8259302;  9007598;  8781778;  9091598;  8941839;  8901432;  8905635;  7088452;  7760432	4
Global Navigation System Sensor (GNSS) Unit	7852264	4
GoDirect	9389082	4
GoDirect Cabin	10911964	4
GoDirect Component Service Solutions	11329804;  11818247;  10417915	4
GoDirect Flight	9864368;  9702726;  11580131;  8538669;  10664258	4
GoDirect Maintenance Advisor	8346429;  8346700;  8131456;  10240549;  7761196;  8566015;  7724178;  7548183;  6714866;  7515715;  9242628;  7506517;  8204672;  8862364;  8467949;  7369932	4
Ground Based Augmentation Systems	10215862	4
HC9 REACTION WHEEL ASSEMBLIES	11519757	4
Health And Usage Monitoring Systems (HUMS)	6662089;  9245306;  9446861;  9599711;  10169927	4
HG1120 MEMS Inertial Measurement Unit	7617070;  7295947;  6859727;  7248964;  6870236;  7444868;  7401515;  8931765;  9140558;  8624682;  8676498;  9983131;  9541568;  11567100; 7840381;  9316664;  8457891;  9625262;  10168157;  9587943;  8248300;  9625284	4
HG1125 And HG1126 MEMS Micro Inertial Measurement Units	7617070;  7295947;  6859727;  7248964;  6870236;  7444868;  7401515;  8931765;  9140558;  8624682;  8676498;  9983131;  9541568;  11567100; 9069001;  8266960;  7840381;  9316664;  8457891;  9625262;  10168157;  8248300;  11061051	4
HG1700 Inertial Measurement Unit	7617070;  7295947;  6859727;  7248964;  6870236;  7444868;  7401515;  8931765;  9140558;  8624682;  8676498;  9983131;  9541568;  11567100; 7257512;  7840381;  9316664;  8457891;  9625262;  10168157;  8248300;  7760432;  6310904;  6429938	4
HG1900 Inertial Measurement Unit	7617070;  7295947;  6859727;  7248964;  6870236;  7444868;  7401515;  7840381;  8457891;  8931765;  9625262;  10168157;  9140558;  8624682;  8676498;  8248300;  9983131;  9541568;  11567100; 7396698;  7257512;  8011247;  7977786;  8666694;  9476712;  6598475;  6639289;  6578682	4
HG1930 Inertial Measurement Unit	7617070;  7295947;  6870236;  7444868;  8624682;  8676498;  9983131;  9541568;  11567100; 7552637;  7969224;  7903011;  7956782;  7893759;  8081030;  7619549;  7024933;  7036373;  6912902;  7280262;  6918297;  6859727;  7248964;  7396698;  7131315;  7069784;  8011247;  8039912;  8383442;  6935175;  7022543;  7949508;  7720661;  7146856;  7401515;  8129801;  7977786;  8664951;  7840381;  9316664;  8457891;  8931765;  9625262;  10168157;  8086328;  9140558;  8248300;  8515672;  9112462;  9562767;  9476712;  9792244;  10277180;  10587234;  10979009;  9989365;  6598475;  6639289	4
HG4930 MEMS Inertial Measurement Unit	7617070;  7295947;  6859727;  7248964;  6870236;  7444868;  7401515;  7840381;  8457891;  8931765;  9625262;  10168157;  9140558;  8624682;  8676498;  8248300;  9983131;  9541568;  11567100; 6768181;  8631702;  9534925	4
HG4930 S-Class MEMS Inertial Measurement Unit	7617070;  7295947;  6859727;  7248964;  6870236;  7444868;  7401515;  7840381;  8457891;  8931765;  9625262;  10168157;  9140558;  8624682;  8676498;  8248300;  9983131;  9541568;  11567100; 7036373;  7396698;  8664951;  9316664;  9792244;  6598475;  6639289	4
HG5700 Inertial Measurement Unit	7617070;  7295947;  6859727;  7248964;  6870236;  7444868;  7401515;  7840381;  8457891;  8931765;  9625262;  10168157;  9140558;  8624682;  8676498;  8248300;  9983131;  9541568;  11567100; 7257512;  10205082;  9091598;  9671228;  10732195	4
HGT1700 Auxiliary Power Unit	8046983;  6256977;  7930953;  7600713;  8141818;  8292576;  7469545;  8862364;  8467949;  8328508;  8321120;  7698896;  7369932	4
HGT750 Auxiliary Power Unit	7762081;  7874161;  7698896;  8171740;  8141365;  9038395;  9010123;  9453595	4
HGuide I300 MEMS Inertial Measurement Unit	7617070;  7295947;  6859727;  7248964;  6870236;  7444868;  7401515;  7840381;  8457891;  8931765;  9625262;  10168157;  9140558;  8624682;  8676498;  8248300;  9983131;  9541568;  11567100; 6768181;  8631702;  9534925;  10962561	4
